CardID,SetNum,SetName,Rarity,RarityCode,CardNumber,Title,Kind,Culture,Twilight,CardType,GameText,WikiID
15C145,15,15 - The Hunters,Common,C,145,Hobbit Sword,Free Peoples,Shire,1,Possession,Bearer must be a Hobbit.,LOTR-EN15S145.0
1C299,1,1 - The Fellowship of the Ring,Common,C,299,Hobbit Sword,Free Peoples,Shire,1,Possession,Bearer must be a Hobbit.,LOTR-EN01S299.0
4C306,4,4 - The Two Towers,Common,C,306,Hobbit Sword,Free Peoples,Shire,1,Possession,Bearer must be a Hobbit.,LOTR-EN04S306.0
7C319,7,7 - Return of the King,Common,C,319,Hobbit Sword,Free Peoples,Shire,1,Possession,Bearer must be a Hobbit.,LOTR-EN07S319.0
15R146,15,15 - The Hunters,Rare,R,146,"Hobbiton Brewer, Maker of Fine Ales",Free Peoples,Shire,2,Follower,"Aid – Add 2 burdens. (At the start of the maneuver phase, you may add 2 burdens to transfer this to a companion.) To play, spot a Hobbit. Response: If bearer is about to take a wound, transfer Hobbiton Brewer to your support area to prevent that wound.",LOTR-EN15S146.0
15C147,15,15 - The Hunters,Common,C,147,"Hobbiton Farmer, Lover of Pipeweed",Free Peoples,Shire,2,Follower,"Aid – Add a burden. (At the start of the maneuver phase, you may add a burden to transfer this to a companion.) To play, spot 2 Hobbits. Bearer is strength +1 for each fierce minion you can spot.",LOTR-EN15S147.0
12S189,12,12 - Black Rider,Starter,S,189,Hobbiton Market,None,Site,,Site,"Dwelling. When the fellowship moves from this site, wound each minion that is not a lurker.",LOTR-EN12S189.0
2U115,2,2 - Mines of Moria,Uncommon,U,115,Hobbiton Party Field,None,Site,,Site,Fellowship: Exert a Hobbit to play Bilbo from your draw deck.,LOTR-EN02S115.0
2U116,2,2 - Mines of Moria,Uncommon,U,116,Hobbiton Woods,None,Site,,Site,Forest. Fellowship: Exert a Hobbit to play your site 2 (replacing opponent’s site if necessary).,LOTR-EN02S116.0
7R61,7,7 - Return of the King,Rare,R,61,Hobbitses Are Dead,Shadow,Gollum,1,Event,"Spot Gollum or Sméagol to make a Nazgûl, minion or minion strength +2. If you have initiative, you may play this event from your discard pile; place it under your draw deck instead of discarding it.",LOTR-EN07S061.0
2C119,2,2 - Mines of Moria,Common,C,119,Hollin,None,Site,,Site,Plains. Uruk-hai are not roaming.,LOTR-EN02S119.0
3R54,3,3 - Realms of the Elf-lords,Rare,R,54,Hollowing of Isengard,Shadow,Isengard,4,Condition,"To play, spot an Orc. Shadow: Discard this condition to add .",LOTR-EN03S054.0
12C122,12,12 - Black Rider,Common,C,122,Home and Hearth,Free Peoples,Shire,0,Condition,"Each time you play a Hobbit, you may remove a burden. Then, if the fellowship is at dwelling site, heal the Ring-bearer.",LOTR-EN12S122.0
8C6,8,8 - Siege of Gondor,Common,C,6,Honed,Free Peoples,Dwarven,0,Event,Make a Dwarf who is damage +X strength +X.,LOTR-EN08S006.0
13C6,13,13 - Bloodlines,Common,C,6,Honoring His Kinfolk,Free Peoples,Dwarven,1,Event,"If a Dwarf wins a fierce skirmish, play a possession from your discard pile and you may reinforce a token.",LOTR-EN13S006.0
7R22,7,7 - Return of the King,Rare,R,22,Hope Comes,Free Peoples,Elven,2,Condition,"To play, spot 2 Elves. Response: If an skirmish event is played, discard this condition to draw 3 cards.",LOTR-EN07S022.0
13U70,13,13 - Bloodlines,Uncommon,U,70,Hope Renewed,Free Peoples,Gondor,2,Event,Discard a possession from play to discard a possession from play and you may reinforce a token.,LOTR-EN13S070.0
12C123,12,12 - Black Rider,Common,C,123,Hope is Kindled,Free Peoples,Shire,2,Event,"Make a Hobbit strength +2. If that Hobbit wins this skirmish, you may remove a burden.",LOTR-EN12S123.0
11C85,11,11 - Shadows,Common,C,85,Horde of Harad,Shadow,Men,5,Minion,"While this minion is at a battleground site, it is Fierce.",LOTR-EN11S085.0
18R53,18,18 - Treachery & Deceit,Rare,R,53,"Horn of Boromir, The Great Horn",Free Peoples,Gondor,0,Possession,"Bearer must be a Man. Maneuver: Exert bearer and discard a follower from play to make bearer strength +4 until the regroup phase (if bearer is Boromir, he is also defender +1 and cannot be overwhelmed unless his strength is tripled).",LOTR-EN18S053.0
0P5,0,0 - Promotional,Promo,P,5,Horn of Boromir,Free Peoples,Gondor,0,Possession,"Bearer must be Boromir. Maneuver: Exert Boromir and spot an ally. Until the regroup phase, that ally is strength +3 and participates in archery fire and skirmishes.",LOTR-EN00S005.0
3R42,3,3 - Realms of the Elf-lords,Rare,R,42,Horn of Boromir,Free Peoples,Gondor,0,Possession,"Bearer must be Boromir. Maneuver: Exert Boromir and spot an ally. Until the regroup phase, that ally is strength +3 and participates in archery fire and skirmishes.",LOTR-EN03S042.0
5U8,5,5 - Battle of Helm's Deep,Uncommon,U,8,Horn of Helm,Free Peoples,Dwarven,2,Possession,Plays to your support area. Maneuver: Exert a Dwarf companion to make each minion at a battleground lose all damage bonuses until the regroup phase.,LOTR-EN05S008.0
9R45,9,9 - Reflections,Rare,R,45,Horn of the Mark,Free Peoples,Rohan,1,Possession,"Bearer must be Merry or Pippin. <br>Bearer gains the Théoden signet. <br>Response: If bearer wins a skirmish, exert him to discard each minion involved in that skirmish.",LOTR-EN09S045.0
17U108,17,17 - Rise of Saruman,Uncommon,U,108,Hornblower Leaf,Free Peoples,Shire,1,Condition,"Pipeweed. To play, spot an unbound Hobbit. Regroup: Discard a pipeweed from play to remove a threat. Regroup: Discard a pipeweed from play to discard a minion.",LOTR-EN17S108.0
4U354,4,4 - The Two Towers,Uncommon,U,354,Hornburg Armory,None,Site,,Site,Sanctuary. Fellowship: Play a possession to draw a card.,LOTR-EN04S354.0
4U356,4,4 - The Two Towers,Uncommon,U,356,Hornburg Causeway,None,Site,,Site,Battleground. The minion archery total is +2 for each unbound companion over 3.,LOTR-EN04S356.0
4U350,4,4 - The Two Towers,Uncommon,U,350,Hornburg Courtyard,None,Site,,Site,"Battleground. While you can spot Aragorn, the Shadow number of Hornburg Courtyard is -2.",LOTR-EN04S350.0
6U118,6,6 - Ents of Fangorn,Uncommon,U,118,Hornburg Hall,None,Site,,Site,Sanctuary. Fellowship: Spot 3 companions with the Théoden signet and discard your hand to draw 4 cards.,LOTR-EN06S118.0
4U351,4,4 - The Two Towers,Uncommon,U,351,Hornburg Parapet,None,Site,,Site,Battleground. The fellowship archery total is +1. The minion archery total is ?-1.,LOTR-EN04S351.0
5U118,5,5 - Battle of Helm's Deep,Uncommon,U,118,Hornburg Wall,None,Site,,Site,Regroup: Spot your minion and remove to make the fellowship move again this turn (if the move limit allows).,LOTR-EN05S118.0
11R43,11,11 - Shadows,Rare,R,43,Horribly Strong,Shadow,Gollum,2,Event,Discard Gollum from play to wound an unbound companion who has resistance 6 or less.,LOTR-EN11S043.0
14R13,14,14 - Expanded Middle-Earth,Rare,R,13,Horror of Harad,Shadow,Orc,4,Minion,Ambush . Damage +1. Fierce. Lurker. Muster. Toil 2.,LOTR-EN14S013.0
4U326,4,4 - The Two Towers,Uncommon,U,326,Horse-country,None,Site,,Site,"Plains. While you can spot a mount at Horse-country, the move limit is +1 for this turn.",LOTR-EN04S326.0
15U129,15,15 - The Hunters,Uncommon,U,129,Horse of Great Stature,Free Peoples,Rohan,2,Possession,"Bearer must be a Man. At the start of each skirmish involving bearer, each minion skirmishing bearer must exert. Skirmish: Exert bearer to make a Man strength +1.",LOTR-EN15S129.0
4C283,4,4 - The Two Towers,Common,C,283,Horse of Rohan,Free Peoples,Rohan,2,Possession,"To play, spot a Man. Bearer must be a Man, Elf, or Wizard. At the start of each skirmish involving bearer, each minion skirmishing bearer must exert.",LOTR-EN04S283.0
15C130,15,15 - The Hunters,Common,C,130,Horseman of the North,Free Peoples,Rohan,3,Companion,"While you can spot a valiant Man, this companion’s twilight cost is -1. This companion is strength +2 while no opponent controls a site.",LOTR-EN15S130.0
6U32,6,6 - Ents of Fangorn,Uncommon,U,32,Host of Fangorn,Free Peoples,Gandalf,13,Companion,"To play, spot 2 Ent companions. Host of Fangorn’s twilight cost is –2 for each Ent or unbound Hobbit you can spot.",LOTR-EN06S032.0
1C187,1,1 - The Fellowship of the Ring,Common,C,187,Host of Thousands,Shadow,Moria,0,Event,Shadow: Play a Orc from your discard pile.,LOTR-EN01S187.0
30S35,30,30 - The Hobbit Draft Game: Main Deck,Starter,S,35,Host of Thousands,Shadow,File:Culture Gundabad.svg Gundabad,0,Event,Play an Orc from your discard pile.,HDG-EN30S035.0
7U282,7,7 - Return of the King,Uncommon,U,282,Host of Udun,Shadow,Sauron,10,Minion,"When you play Host of Udûn, you may remove X threats to make its twilight cost –X.",LOTR-EN07S282.0
7U151,7,7 - Return of the King,Uncommon,U,151,Hosts Still Unfought,Shadow,Raider,0,Event,"To play, spot 2 Men. Discard any number of cards from hand. The Free Peoples player then discards any number of cards from hand. For each card you discarded more than the Free Peoples player, add .",LOTR-EN07S151.0
2U18,2,2 - Mines of Moria,Uncommon,U,18,Hosts of the Last Alliance,Free Peoples,Elven,2,Condition,"Tale. Plays to your support area. While you can spot an Elf companion, the minion archery total is -1. Response: If an Elf is about to take a wound, discard this condition to prevent that wound.",LOTR-EN02S018.0
11S188,11,11 - Shadows,Starter,S,188,Hounding Uruk,Shadow,Uruk-hai,2,Minion,"Damage +1. While you can spot an exhausted companion, this minion is strength +3.",LOTR-EN11S188.0
3U119,3,3 - Realms of the Elf-lords,Uncommon,U,119,House of Elrond,None,Site,,Site,"Sanctuary. When the fellowship moves to House of Elrond, the Free Peoples player may spot 2 Elves to remove a burden.",LOTR-EN03S119.0
5C83,5,5 - Battle of Helm's Deep,Common,C,83,Household Guard,Free Peoples,Rohan,2,Companion,Valiant.,LOTR-EN05S083.0
11U61,11,11 - Shadows,Uncommon,U,61,Houses of Healing,Free Peoples,Gondor,1,Condition,"When you play this condition, spot a Man to add 3 tokens here. Fellowship: Add and either discard this condition or remove a token from here to heal a Man.",LOTR-EN11S061.0
10C61,10,10 - Mount Doom,Common,C,61,Houses of Lamentation,Shadow,Ringwraith,1,Event,Make a minion strength +2 (or +4 if skirmishing a companion of the same culture as a card in the dead pile).,LOTR-EN10S061.0
13U94,13,13 - Bloodlines,Uncommon,U,94,Howdah,Shadow,Men,0,Condition,"When you play this, add a token here for each archer you spot. At the start of the archery phase, you may discard this condition from play or remove 2 tokens from here to make the minion archery total +1.",LOTR-EN13S094.0
4U236,4,4 - The Two Towers,Uncommon,U,236,Howl of Harad,Shadow,Raider,1,Condition,"Plays to your support area. Response: If a Southron wins a skirmish, remove to make the Free Peoples Player wound a Ring-bound companion.",LOTR-EN04S236.0
13S109,13,13 - Bloodlines,Starter,S,109,Howling Orc,Shadow,Orc,3,Minion,"Lurker. (Skirmishes involving lurker minions must be resolved before any others.) Each time an minion is killed in a skirmish, you may make this minion strength +2 until the regroup phase.",LOTR-EN13S109.0
6C95,6,6 - Ents of Fangorn,Common,C,95,"Hrethel, Rider of Rohan",Free Peoples,Rohan,2,Companion,"To play, spot a Man. Skirmish: Heal a minion skirmishing Hrethel to make Hrethel strength +3 (limit +3).",LOTR-EN06S095.0
11C148,11,11 - Shadows,Common,C,148,"Hrothlac, Man of Rohan",Free Peoples,Rohan,2,Companion,"Response: If a companion who has resistance 4 or more is about to take a wound, exert Hrothlac to prevent that.",LOTR-EN11S148.0
2R66,2,2 - Mines of Moria,Rare,R,66,Huge Tentacle,Shadow,Moria,2,Minion,"Tentacle. Damage +1. When you play this minion, you may play Watcher in the Water from your draw deck. This minion may not bear possessions and is discarded if not at a marsh.",LOTR-EN02S066.0
2C24,2,2 - Mines of Moria,Common,C,24,"Hugin, Emissary from Laketown",Free Peoples,Gandalf,1,Ally,"To play, spot Gandalf. Fellowship: Exert Hugin to reveal a Free Peoples card from your discard pile and place it beneath your draw deck.",LOTR-EN02S024.0
13R152,13,13 - Bloodlines,Rare,R,152,Humble Homestead,Free Peoples,Shire,2,Condition,"To play, spot 2 Hobbits. When you play this, add a token here for each forest site and each dwelling site on the adventure path. Skirmish: Discard this from play or remove 3 tokens from here to cancel a skirmish involving a Hobbit.",LOTR-EN13S152.0
1U126,1,1 - The Fellowship of the Ring,Uncommon,U,126,Hunt Them Down!,Shadow,Isengard,3,Event,Maneuver: Make an Uruk-hai fierce until the regroup phase.,LOTR-EN01S126.0
15C83,15,15 - The Hunters,Common,C,83,Hunting Herdsman,Shadow,Men,3,Minion,"Hunter 1. (While skirmishing a non-hunter character, this character is strength +1.) This minion is strength +3 for each follower you can spot.",LOTR-EN15S083.0
15C161,15,15 - The Hunters,Common,C,161,Hunting Uruk,Shadow,Uruk-hai,4,Minion,"While this minion is at a battleground site, he gains hunter 1 (While skirmishing a non-hunter character, this character is strength +1.)",LOTR-EN15S161.0
9R25,9,9 - Reflections,Rare,R,25,Huorn,Free Peoples,Gandalf,2,Companion,"Damage +1. This companion is strength +1 for each Ent you spot. Response: If this companion is about to take a wound, exert an Ent to prevent that.",LOTR-EN09S025.0
13U130,13,13 - Bloodlines,Uncommon,U,130,Hurried Barrows,Free Peoples,Rohan,2,Event,You may remove from the game 4 other cards in your discard pile to play this event from your discard pile. Then remove this event from the game. Make your mounted companion strength +3.,LOTR-EN13S130.0
15C45,15,15 - The Hunters,Common,C,45,Hurry Hobbitses,Free Peoples,Gollum,1,Event,Make Sméagol strength +1 for each Ring-bound Hobbit you can spot.,LOTR-EN15S045.0
5U101,5,5 - Battle of Helm's Deep,Uncommon,U,101,I'd Make You Squeak,Shadow,Sauron,0,Condition,"To play, exert 2 Orcs. Plays to your support area. The Shadow number of each site is +1 for each wound on a Hobbit (limit +3).",LOTR-EN05S101.0
5R84,5,5 - Battle of Helm's Deep,Rare,R,84,I Am Here,Free Peoples,Rohan,3,Event,Fellowship: Exert Théoden twice to heal every other companion with the Théoden signet twice.,LOTR-EN05S084.0
7C105,7,7 - Return of the King,Common,C,105,I Will Go,Free Peoples,Gondor,3,Condition,"Bearer must be a Man. If you have initiative, bearer is defender +1.",LOTR-EN07S105.0
31B121,31,31 - The Hobbit Draft Game: Shadow Packs,B,B,121,If He Loses,Shadow,Gollum,2,Event,"You may exert Gollum twice to play this event from your discard pile. Make a minion strength +2. If this minion wins this skirmish, you may add a doubt.",HDG-EN31S021.0
18C70,18,18 - Treachery & Deceit,Common,C,70,Ill News Is An Ill Guest,Shadow,Men,2,Event,"Exert a minion to discard a follower from play (if you can spot Gríma, also draw a card).",LOTR-EN18S070.0
0D14,0,0 - Promotional,D,D,14,Imladris,None,Site,,Site,"River. When the fellowship moves to this site, if it is a sanctuary, remove 2 burdens.",LOTR-EN00D014.0
17U147,17,17 - Rise of Saruman,Uncommon,U,147,Imladris,None,Site,,Site,"River. When the fellowship moves to this site, if it is a sanctuary, remove 2 burdens.",LOTR-EN17S147.0
4R307,4,4 - The Two Towers,Rare,R,307,Impatient and Angry,Free Peoples,Shire,0,Event,"Skirmish: Exert Sam to make him strength +3. If Sam wins this skirmish, you may remove a burden.",LOTR-EN04S307.0
8R37,8,8 - Siege of Gondor,Rare,R,37,"Imrahil, Prince of Dol Amroth",Free Peoples,Gondor,3,Companion,"Knight. To play, spot a knight. Each time Imrahil wins a skirmish, you may exert 2 minions.",LOTR-EN08S037.0
19P34,19,19 - Age's End,Promo,P,34,In Twilight,Shadow,Ringwraith,2,Condition,"Bearer must be a minion. When you play this, you may draw a card. Each time bearer wins a skirmish, you may transfer this condition to another minion.",LOTR-EN19S034.0
12U165,12,12 - Black Rider,Uncommon,U,165,In the Ringwraith's Wake,Shadow,Ringwraith,0,Event,"If a Nazgûl wins a skirmish, the Free Peoples player chooses to either exert the Ring-bearer or add a burden.",LOTR-EN12S165.0
1R214,1,1 - The Fellowship of the Ring,Rare,R,214,In the Ringwraith's Wake,Shadow,Ringwraith,0,Event,"Response: If a Nazgûl wins a skirmish, the Free Peoples player chooses to either exert the Ring-bearer or add a burden.",LOTR-EN01S214.0
17R45,17,17 - Rise of Saruman,Rare,R,45,In the Wild Men's Wake,Shadow,Men,1,Event,Spot a possession in your support area and a minion. Make that minion strength +1 for each minion stacked on that possession. You may discard that possession to make that minion damage +1.,LOTR-EN17S045.0
11R44,11,11 - Shadows,Rare,R,44,Incited,Shadow,Gollum,1,Condition,"Each time a companion loses a skirmish, you may exert Gollum to take a card into hand from your discard pile.",LOTR-EN11S044.0
11C167,11,11 - Shadows,Common,C,167,Incognito,Free Peoples,Shire,1,Event,"Stealth. If the fellowship is at a dwelling site, exert 2 Hobbits to cancel a skirmish involving a Hobbit. At any other site, exert 2 Hobbits to make a Hobbit strength +3.",LOTR-EN11S167.0
7C106,7,7 - Return of the King,Common,C,106,Ingold,Free Peoples,Gondor,2,Companion,Knight. Fellowship: Discard a fortification to heal Ingold twice.,LOTR-EN07S106.0
13C16,13,13 - Bloodlines,Common,C,16,Inside a Song,Free Peoples,Elven,0,Event,Exert an Elf to take an skirmish event into hand from your discard pile and you may reinforce an token.,LOTR-EN13S016.0
11C36,11,11 - Shadows,Common,C,36,Inspiration,Free Peoples,Gandalf,1,Event,Spot a Wizard to reveal your hand and make a minion strength –3 for each companion in your hand (or –4 for each if the fellowship is at a battleground site).,LOTR-EN11S036.0
1C76,1,1 - The Fellowship of the Ring,Common,C,76,Intimidate,Free Peoples,Gandalf,2,Event,"Spell. Response: If a companion is about to take a wound, spot Gandalf to prevent that wound.",LOTR-EN01S076.0
7C41,7,7 - Return of the King,Common,C,41,Intimidate,Free Peoples,Gandalf,2,Event,"Spell. If a companion is about to take a wound, spot Gandalf to prevent that wound.",LOTR-EN07S041.0
11U189,11,11 - Shadows,Uncommon,U,189,Intimidating Uruk,Shadow,Uruk-hai,4,Minion,"Damage +1. When you play this minion at a battleground site, spot an unbound companion to make that companion resistance –2 until the end of the turn.",LOTR-EN11S189.0
4R95,4,4 - The Two Towers,Rare,R,95,Into Dark Tunnels,Free Peoples,Gandalf,3,Event,"Spell. Response: If you play a event, exert Gandalf twice to place that event in your hand instead of your discard pile.",LOTR-EN04S095.0
17U100,17,17 - Rise of Saruman,Uncommon,U,100,Into the Caves,Free Peoples,Rohan,1,Condition,"To play, spot 3 companions. Assignment: Assign a minion to Frodo to make that minion lose all keywords of your choice and unable to gain keywords until the regroup phase.",LOTR-EN17S100.0
7C23,7,7 - Return of the King,Common,C,23,Into the West,Free Peoples,Elven,0,Condition,"Regroup: Exert an Elf to reveal the top card of your draw deck. If it is an card, remove 3 threats. Place the revealed card beneath your draw deck.",LOTR-EN07S023.0
12U29,12,12 - Black Rider,Uncommon,U,29,Introspection,Free Peoples,Gandalf,2,Event,Spell. Choose one: Spot a Wizard to choose an opponent who must discard one of his or her conditions from play; or spot a Wizard at a battleground site to discard a condition from play.,LOTR-EN12S029.0
11C86,11,11 - Shadows,Common,C,86,Invading Haradrim,Shadow,Men,3,Minion,"Each time the Free Peoples player assigns this minion to a skirmish, add for each Free Peoples character who has resistance 5 or less.",LOTR-EN11S086.0
12U51,12,12 - Black Rider,Uncommon,U,51,Invigorated,Free Peoples,Gondor,1,Condition,Skirmish: Discard this condition to heal a Man (or to heal 2 Men if you can spot a roaming minion).,LOTR-EN12S051.0
11S190,11,11 - Shadows,Starter,S,190,Invincible Uruk,Shadow,Uruk-hai,4,Minion,"Damage +1. While this minion is at a battleground site, it cannot take wounds. While you can spot 6 companions, each minion cannot take wounds.",LOTR-EN11S190.0
7U107,7,7 - Return of the King,Uncommon,U,107,Iorlas,Free Peoples,Gondor,2,Companion,"Response: If a possession or engine is played by your opponent, remove a token from your condition to make that opponent remove . If he or she cannot, discard that possession or engine.",LOTR-EN07S107.0
32HC18,32,32 - The Hobbit Draft Game: Supplementary Packs,HC,HC,18,Iron-Forged Weapon,Free Peoples,File:Culture Esgaroth.svg Esgaroth,2,Possession,"Bearer must be a Man or a [Dwarven] companion. Skirmish: If bearer is not assigned to a skirmish, discard this possession to wound a minion.",HDG-EN32S018.0
4C26,4,4 - The Two Towers,Common,C,26,Iron Axe,Shadow,Dunland,1,Possession,Bearer must be a Man.,LOTR-EN04S026.0
6U64,6,6 - Ents of Fangorn,Uncommon,U,64,Iron Fist of the Orc,Shadow,Isengard,1,Condition,"Each time a regroup action discards an Orc, you may stack that Orc on this card. Regroup: Discard 3 cards stacked here and remove to discard a Free Peoples possession.",LOTR-EN06S064.0
32HB5,32,32 - The Hobbit Draft Game: Supplementary Packs,HB,HB,5,Iron Hills Army,Free Peoples,Dwarven,3,Ally,"Damage +1. Maneuver : If you can spot more minions than companions, exert Iron Hills Army and discard a [Dwarven] follower to make an opponent discard a minion.",HDG-EN32S005.0
6C65,6,6 - Ents of Fangorn,Common,C,65,Isengard Artisan,Shadow,Isengard,4,Minion,Regroup: Discard an Orc to make the Free Peoples player wound a companion.,LOTR-EN06S065.0
3C55,3,3 - Realms of the Elf-lords,Common,C,55,Isengard Axe,Shadow,Isengard,0,Possession,"Bearer must be an Orc. When you play this weapon, add .",LOTR-EN03S055.0
6U66,6,6 - Ents of Fangorn,Uncommon,U,66,Isengard Builder,Shadow,Isengard,3,Minion,"Regroup: If stacked on an card, discard this card to add .",LOTR-EN06S066.0
5C52,5,5 - Battle of Helm's Deep,Common,C,52,Isengard Flanker,Shadow,Isengard,2,Minion,"Warg-rider. While this minion is not exhausted, he is fierce.",LOTR-EN05S052.0
3C56,3,3 - Realms of the Elf-lords,Common,C,56,Isengard Forger,Shadow,Isengard,2,Minion,Shadow: Exert this minion to add .,LOTR-EN03S056.0
13U165,13,13 - Bloodlines,Uncommon,U,165,Isengard Infiltrator,Shadow,Uruk-hai,3,Minion,"Damage +1. While the fellowship is at a forest site, the fellowship archery total is –1. Each companion skirmishing this minion is strength –2.",LOTR-EN13S165.0
13U110,13,13 - Bloodlines,Uncommon,U,110,Isengard Informant,Shadow,Orc,2,Minion,Regroup: Exert this minion to play an Troll from your discard pile.,LOTR-EN13S110.0
6C67,6,6 - Ents of Fangorn,Common,C,67,Isengard Journeyman,Shadow,Isengard,2,Minion,Regroup: Discard an Orc to make the Free Peoples player wound a companion.,LOTR-EN06S067.0
0P120,0,0 - Promotional,Promo,P,120,Isengard Marauder,Shadow,Orc,2,Minion,"To play, discard 3 cards from your hand. While you can spot 2 other minions, this minion is fierce.",LOTR-EN00S120.0
15C110,15,15 - The Hunters,Common,C,110,Isengard Marauder,Shadow,Orc,2,Minion,"To play, discard 3 cards from your hand. While you can spot 2 other minions, this minion is fierce.",LOTR-EN15S110.0
6R68,6,6 - Ents of Fangorn,Rare,R,68,Isengard Mechanics,Shadow,Isengard,6,Minion,"Regroup: Discard an Orc to make the Free Peoples player wound a companion (or 2 companions if you spot 6 companions). Regroup: If this minion is stacked on an card, spot an Orc and discard this minion to add .",LOTR-EN06S068.0
6R127,6,6 - Ents of Fangorn,Rare,R,127,Isengard Mechanics (AI),Shadow,Isengard,6,Minion,"Regroup: Discard an Orc to make the Free Peoples player wound a companion (or 2 companions if you spot 6 companions). Regroup: If this minion is stacked on an card, spot an Orc and discard this minion to add .",LOTR-EN06S127.0
6C69,6,6 - Ents of Fangorn,Common,C,69,Isengard Plodder,Shadow,Isengard,3,Minion,Regroup: Discard an Orc to make the Free Peoples player wound a companion.,LOTR-EN06S069.0
3U57,3,3 - Realms of the Elf-lords,Uncommon,U,57,Isengard Retainer,Shadow,Isengard,4,Minion,Regroup: Exert this minion to make the Free Peoples player wound a companion.,LOTR-EN03S057.0
5C53,5,5 - Battle of Helm's Deep,Common,C,53,Isengard Rider,Shadow,Isengard,3,Minion,"Warg-rider. While this minion is not exhausted, he is fierce.",LOTR-EN05S053.0
15U192,15,15 - The Hunters,Uncommon,U,192,Isengard Ruined,None,Site,,Site,"Battleground. Each time a follower is transfered to a character, the first Shadow player may exert a companion twice.",LOTR-EN15S192.0
7U331,7,7 - Return of the King,Uncommon,U,331,Isengard Ruined,None,Site,,Site,Fellowship: Spot Gandalf and add . Each player may draw a card.,LOTR-EN07S331.0
5U54,5,5 - Battle of Helm's Deep,Uncommon,U,54,Isengard Scimitar,Shadow,Isengard,0,Possession,"Bearer must be an Orc. When you play this weapon, you may add for each site you control.",LOTR-EN05S054.0
5U55,5,5 - Battle of Helm's Deep,Uncommon,U,55,Isengard Scout Troop,Shadow,Isengard,2,Minion,"Warg-rider. While this minion is not exhausted, it is fierce. Each time an Orc wins a skirmish, you may exert this minion to control a site.",LOTR-EN05S055.0
3U58,3,3 - Realms of the Elf-lords,Uncommon,U,58,Isengard Servant,Shadow,Isengard,3,Minion,Regroup: Exert this minion to make the Free Peoples player wound a companion.,LOTR-EN03S058.0
3C59,3,3 - Realms of the Elf-lords,Common,C,59,Isengard Shaman,Shadow,Isengard,1,Minion,"Response: If an Orc is about to take a wound, remove to prevent that wound.",LOTR-EN03S059.0
11U191,11,11 - Shadows,Uncommon,U,191,Isengard Siege Bow,Shadow,Uruk-hai,1,Possession,"Bearer must be a minion. While bearer is at a battleground site, it is an Archer.",LOTR-EN11S191.0
3U60,3,3 - Realms of the Elf-lords,Uncommon,U,60,Isengard Smith,Shadow,Isengard,4,Minion,Regroup: Exert this minion to discard a weapon (or all Free Peoples possessions if you can spot 5 companions).,LOTR-EN03S060.0
11C192,11,11 - Shadows,Common,C,192,Isengard Sword,Shadow,Uruk-hai,1,Possession,Bearer must be an minion. Each character skirmishing bearer is strength –2.,LOTR-EN11S192.0
6U70,6,6 - Ents of Fangorn,Uncommon,U,70,Isengard Tender,Shadow,Isengard,1,Minion,"Regroup: If stacked on an card, discard this card and remove to exhaust a companion.",LOTR-EN06S070.0
6C71,6,6 - Ents of Fangorn,Common,C,71,Isengard Tinker,Shadow,Isengard,1,Minion,Regroup: Discard an Orc to make the Free Peoples player wound a companion.,LOTR-EN06S071.0
11C125,11,11 - Shadows,Common,C,125,Isengard Underling,Shadow,Orc,3,Minion,"When you play this minion, you may take an event from your discard pile into hand.",LOTR-EN11S125.0
3U61,3,3 - Realms of the Elf-lords,Uncommon,U,61,Isengard Warrior,Shadow,Isengard,3,Minion,"While you can spot another Orc, no player may use archery special abilities. Regroup: Exert this minion and spot 3 wounds on the Ring-bearer to exert every companion.",LOTR-EN03S061.0
3C62,3,3 - Realms of the Elf-lords,Common,C,62,Isengard Worker,Shadow,Isengard,2,Minion,Regroup: Exert this minion to make the Free Peoples player wound a companion.,LOTR-EN03S062.0
13U193,13,13 - Bloodlines,Uncommon,U,193,Isenwash,None,Site,,Site,"Battleground. Plains. At the start of the regroup phase, each Shadow player may exert a minion to exert a companion.",LOTR-EN13S193.0
0P119,0,0 - Promotional,Promo,P,119,"Isildur, Heir of Elendil",Free Peoples,Gondor,3,Companion,"Knight. Isildur is resistance +1 for each card in your hand. At the end of any phase, if Isildur has resistance 0, place him in your dead pile. Each time you reconcile, you may draw a card.",LOTR-EN00S119.0
13U71,13,13 - Bloodlines,Uncommon,U,71,"Isildur, Heir of Elendil",Free Peoples,Gondor,3,Companion,"Knight. Isildur is resistance +1 for each card in your hand. At the end of any phase, if Isildur has resistance 0, place him in your dead pile. Each time you reconcile, you may draw a card.",LOTR-EN13S071.0
18R54,18,18 - Treachery & Deceit,Rare,R,54,"Isildur, Sword-Bearer",Free Peoples,Gondor,2,Companion,"Knight. Each time Isildur loses a skirmish, exert a companion. Each time Isildur wins a skirmish, heal a companion.",LOTR-EN18S054.0
7C62,7,7 - Return of the King,Common,C,62,It's Mine,Shadow,Gollum,1,Condition,"Shadow: Remove and exert Gollum to discard the top card of your draw deck. If that card is a or card, take it into hand.",LOTR-EN07S062.0
13C51,13,13 - Bloodlines,Common,C,51,It's My Birthday,Shadow,Gollum,0,Event,Make Gollum strength +2 (or +4 if you can spot Sméagol or Déagol).,LOTR-EN13S051.0
